origem,destino,vezes_que_repetiu,ano
Câmara,Abreu,8,2021.0
Cunha,da Mota,8,
Teixeira,Fogaça,8,
Cunha,Vieira,8,
Teixeira,Garcia,8,
Teixeira,Machado,8,
Cardoso,Moura,8,
Cunha,Ribeiro,8,
Cardoso,Nogueira,8,
Cunha,Moraes,8,
Cardoso,Rocha,8,
Cardoso,Santos,8,
Cardoso,Sousa,8,
Pacheco,Moreira,8,
Sá,Almeida,8,
Almeida,Lima,8,
Martins,Novaes,8,
da Mota,Fernandes,8,
da Mota,Câmara,8,
Martins,Montenegro,8,
Porto,das Neves,8,
Araújo,Sousa,8,2021.0
Porto,da Rosa,8,
Rocha,Ferreira,8,
Martins,Camargo,8,
Araújo,da Cunha,8,2021.0
Moura,Macedo,8,2021.0
Moura,Mendonça,8,2021.0
Marques,Sales,8,
Marques,Rodrigues,8,
Porto,da Costa,8,
Marques,Leão,8,
Marques,Guerra,8,
Azevedo,Camargo,8,
Marques,Farias,8,
Azevedo,Carvalho,8,
da Rocha,Peixoto,8,
Martins,Souza,8,
Rocha,Barbosa,8,
Nascimento,Silva,8,2021.0
Martins,da Conceição,8,
Ramos,Leão,8,
Melo,Monteiro,8,
Rios,Peixoto,8,
Ramos,Garcia,8,
Araújo,Casa Grande,8,2021.0
Araújo,Cavalcanti,8,2021.0
Araújo,Dias,8,2021.0
Ramos,Freitas,8,
da Rocha,Garcia,8,
Melo,Carvalho,8,
da Rocha,Gonçalves,8,
da Mota,Jesus,8,
Moreira,da Rocha,8,2021.0
Melo,Barros,8,
Ramos,Câmara,8,
Moura,Abreu,8,2021.0
Andrade,Azevedo,8,
Martins,da Mota,8,
Araújo,Moreira,8,2021.0
Marques,Correia,8,
Rocha,das Neves,8,
Marques,Cardoso,8,
Marques,Camargo,8,
Macedo,Souza,8,2021.0
Alves,Santos,8,
Rodrigues,Ramos,8,
Macedo,Nunes,8,2021.0
Porto,Nascimento,8,
Macedo,Martins,8,2021.0
Alves,Rodrigues,8,
Rodrigues,Vargas,8,
Macedo,Cavalcanti,8,2021.0
da Mata,Nascimento,8,
Rodrigues,da Mota,8,
Macedo,Caldeira,8,2021.0
Macedo,Barbosa,8,2021.0
Rodrigues,da Rosa,8,
Macedo,Andrade,8,2021.0
Porto,Lima,8,
Barbosa,Cardoso,8,
Lopes,da Luz,8,2021.0
da Mata,Moreira,8,
Macedo,Teixeira,8,2021.0
Macedo,das Neves,8,2021.0
Rodrigues,Mendes,8,
Rodrigues,Duarte,8,
Azevedo,Duarte,8,
Rodrigues,Aparecida,8,
Azevedo,Fogaça,8,
Azevedo,Fonseca,8,
Marques,Andrade,8,
Machado,Silveira,8,2021.0
Azevedo,Jesus,8,
Nascimento,Abreu,8,2021.0
Machado,Pastor,8,2021.0
Azevedo,Pinto,8,
Machado,Lopes,8,2021.0
Azevedo,Moraes,8,
Azevedo,Moura,8,
da Rocha,Pires,8,
Rodrigues,Gomes,8,
da Mata,Vasconcelos,8,
Machado,Gomes,8,2021.0
Nascimento,Cardoso,8,2021.0
Melo,Nascimento,8,
Melo,Pires,8,
Melo,Sales,8,
Mendonça,Pimenta,8,2021.0
da Paz,da Cunha,8,
Monteiro,Sales,8,
Monteiro,Porto,8,
Monteiro,Novaes,8,
Rezende,Alves,8,2022.0
Aparecida,Nunes,8,
Aparecida,Pastor,8,
Monteiro,Duarte,8,
Monteiro,Cunha,8,
Monteiro,Cavalcante,8,
Ribeiro,Fogaça,8,2022.0
Andrade,Pires,8,
Andrade,Pinto,8,
Aparecida,Rodrigues,8,
Ribeiro,Moreira,8,2022.0
Mendonça,Teixeira,8,2021.0
Mendonça,Sampaio,8,2021.0
da Paz,Cirino,8,
Ribeiro,Pinto,8,2022.0
Aparecida,Lopes,8,
Ribeiro,Barbosa,8,2022.0
Aparecida,Jesus,8,
Rezende,Pinto,8,2022.0
Montenegro,Ramos,8,
Montenegro,Porto,8,
da Paz,Silveira,8,
Rezende,Nogueira,8,2022.0
Rezende,Novais,8,2022.0
Montenegro,Novais,8,
Montenegro,Monteiro,8,
da Paz,Ramos,8,
Aparecida,Campos,8,
Aparecida,Guerra,8,
Rezende,Rios,8,2022.0
Aparecida,Cirino,8,
Rezende,Santos,8,2022.0
da Paz,Novais,8,
Montenegro,Cavalcante,8,
Rezende,Sá,8,2022.0
Aparecida,Ferreira,8,
Aparecida,Gomes,8,
Mendonça,Pinto,8,2021.0
da Paz,Castro,8,
Rios,Monteiro,8,
Moraes,da Cunha,8,
da Rocha,Cavalcanti,8,
da Mota,Viana,8,
da Rocha,Costa,8,
Mendes,Mendonça,8,2021.0
Aragão,Pimenta,8,2021.0
Moreira,Lopes,8,
da Rocha,Cunha,8,
Moreira,Moraes,8,
Mendes,Cassiano,8,2021.0
Ramos,Martins,8,
da Mota,Pires,8,
Mendes,Barbosa,8,2021.0
Andrade,Câmara,8,
Mendes,Albuquerque,8,2021.0
Rios,Machado,8,
Rios,Marques,8,
Aragão,da Luz,8,2021.0
Andrade,Cunha,8,
Rios,Mendonça,8,
da Mota,da Luz,8,
Andrade,Guerra,8,
da Mota,da Paz,8,
Mendonça,Freitas,8,2021.0
Ribeiro,Ramos,8,2022.0
Mendonça,Nunes,8,2021.0
Moraes,da Rocha,8,
Andrade,Mendes,8,
Ribeiro,Rios,8,2022.0
Ribeiro,Sampaio,8,2022.0
Moreira,Alves,8,
Mendonça,Gomes,8,2021.0
Moreira,Aragão,8,
Aragão,Lima,8,2021.0
da Paz,Barros,8,
Aragão,Cirino,8,2021.0
Aragão,Duarte,8,2021.0
Ramos,Ribeiro,8,
Mendonça,Cardoso,8,2021.0
Moreira,Casa Grande,8,
Rios,Abreu,8,2022.0
Aragão,Jesus,8,2021.0
Sales,Caldeira,8,2022.0
Castro,Cardoso,8,
Nascimento,Silveira,8,2021.0
Porto,Almeida,8,
Leão,da Cruz,8,
Lima,Gonçalves,8,
Leão,Dias,8,
Sampaio,Ribeiro,8,2022.0
Lima,Costela,8,
Lima,Vargas,8,
Sampaio,Peixoto,8,2022.0
Nascimento,Vargas,8,2021.0
Sampaio,Melo,8,2022.0
Sampaio,Ramos,8,2022.0
Sales,Leão,8,2022.0
Alves,Ferreira,8,
Jesus,da Mata,8,
Pires,da Rosa,8,
Leão,Marques,8,
Castro,Campos,8,
Nogueira,Correia,8,
Lima,Cardoso,8,
Porto,Câmara,8,
Sampaio,Pereira,8,2022.0
Leão,Pires,8,
Porto,Andrade,8,
Sales,Duarte,8,2022.0
Lima,Albuquerque,8,
da Rocha,Sampaio,8,2022.0
Leão,Moraes,8,
Lopes,Carvalho,8,
Barros,Cavalcante,8,
Sampaio,Souza,8,2022.0
Leão,Peixoto,8,
Barbosa,Santos,8,
Sales,Peixoto,8,2022.0
Porto,Cirino,8,
Barbosa,Silva,8,
Sales,Fernandes,8,2022.0
Sampaio,Cavalcante,8,2022.0
Leão,Jesus,8,
Nascimento,Siqueira,8,2021.0
da Mata,Carvalho,8,
Barbosa,das Neves,8,
Sales,Machado,8,2022.0
Sampaio,Cirino,8,2022.0
Costela,Cardoso,7,
Rios,Albuquerque,7,2022.0
Guerra,Farias,7,2021.0
Mendes,Sampaio,7,2021.0
Costa,Pereira,7,
Moreira,Cavalcanti,7,
Rios,Barbosa,7,2022.0
Costela,Almeida,7,
Pacheco,da Paz,7,
Costa,Souza,7,
Guerra,Fogaça,7,2021.0
Moreira,Costela,7,
Guerra,Camargo,7,2021.0
Costela,Brito,7,
Costela,Abreu,7,
Novaes,Dias,7,
Vargas,Cavalcante,7,
Guerra,Correia,7,2021.0
Costa,Vargas,7,
Vargas,Costela,7,
Rios,Azevedo,7,2022.0
Guerra,Cirino,7,2021.0
Leão,Ribeiro,7,
Costa,da Cruz,7,
Mendes,Rezende,7,2021.0
Vargas,Câmara,7,
Pastor,Barbosa,7,
Ribeiro,das Neves,7,2022.0
Ramos,Sales,7,
Pastor,Casa Grande,7,
Pires,Guerra,7,
Pastor,Cavalcante,7,
Mendonça,Correia,7,2021.0
Pastor,Câmara,7,
Ribeiro,Vargas,7,2022.0
Guerra,Guerra,7,2021.0
Mendonça,Cunha,7,2021.0
Correia,Siqueira,7,
Novaes,Cirino,7,
Correia,Santos,7,
Pereira,Souza,7,
Pereira,Silveira,7,
Ribeiro,Teixeira,7,2022.0
Correia,Pires,7,
Correia,Pereira,7,
Correia,Pacheco,7,
Guerra,Lima,7,2021.0
Pastor,Campos,7,
Ribeiro,Vasconcelos,7,2022.0
Mendonça,Cavalcante,7,2021.0
Ribeiro,Vieira,7,2022.0
Ribeiro,da Luz,7,2022.0
Mendonça,Azevedo,7,2021.0
Mendonça,Borges,7,2021.0
Vargas,Oliveira,7,
Costa,Gomes,7,
Pastor,Araújo,7,
Costa,Fernandes,7,
Ribeiro,da Costa,7,2022.0
Moreira,Câmara,7,
Vargas,Rios,7,
Vargas,Rocha,7,
Mendonça,Camargo,7,2021.0
Guerra,Garcia,7,2021.0
Costa,Casa Grande,7,
Costa,Carvalho,7,
Guerra,Gomes,7,2021.0
Mendonça,Carvalho,7,2021.0
Costela,Costela,7,
Rios,Casa Grande,7,2022.0
Costela,Farias,7,
Mendes,Pimenta,7,2021.0
Cunha,Pinto,7,
Cunha,Novais,7,
Cunha,Novaes,7,
Pacheco,Gomes,7,
Teixeira,Montenegro,7,
Teixeira,Moraes,7,
Porto,Caldeira,7,
Teixeira,Novais,7,
Pimenta,Melo,7,2022.0
Teixeira,Oliveira,7,
Pacheco,Macedo,7,
Teixeira,Pires,7,
Pacheco,Melo,7,
Gonçalves,Teixeira,7,2021.0
Teixeira,Rios,7,
Cunha,Carvalho,7,
Cunha,Cardoso,7,
Mendes,Aparecida,7,2021.0
Cunha,Caldeira,7,
Pimenta,Montenegro,7,2022.0
Gonçalves,Silveira,7,2021.0
Gonçalves,Santos,7,2021.0
Teixeira,Dias,7,
Melo,Moura,7,
Câmara,Cunha,7,2021.0
Câmara,Cavalcanti,7,2021.0
Pimenta,Moura,7,2022.0
Câmara,Caldeira,7,2021.0
Teixeira,Costela,7,
Santos,da Mata,7,
Teixeira,Câmara,7,
Gonçalves,Rezende,7,2021.0
Cunha,Rocha,7,
Moreira,Novais,7,
Melo,Silva,7,
Gonçalves,Rios,7,2021.0
Melo,Souza,7,
Porto,Castro,7,
Melo,Vieira,7,
Melo,da Costa,7,
Teixeira,Marques,7,
Teixeira,Sales,7,
Nogueira,Azevedo,7,
Cunha,Borges,7,
Ribeiro,Silva,7,2022.0
Gonçalves,da Mata,7,2021.0
Costela,Pires,7,
Mendes,Gomes,7,2021.0
Santos,Sousa,7,
Costela,Novais,7,
Mendes,Jesus,7,2021.0
Santos,Silva,7,
Mendes,Leão,7,2021.0
Mendes,Lopes,7,2021.0
Vargas,Alves,7,
Ramos,Pimenta,7,
Guerra,Andrade,7,2021.0
Abreu,Almeida,7,2021.0
Mendes,Pastor,7,2021.0
Costela,Guerra,7,
Sampaio,Garcia,7,2022.0
Costela,Gomes,7,
Costela,Freitas,7,
Mendes,Farias,7,2021.0
Rios,Cirino,7,2022.0
Rios,Fogaça,7,2022.0
Costela,Viana,7,
Pacheco,Nascimento,7,
Santos,da Conceição,7,
Teixeira,Silva,7,
Pacheco,Pinto,7,
Cunha,Almeida,7,
Pacheco,Rios,7,
Teixeira,da Costa,7,
Rios,Cunha,7,2022.0
Santos,Teixeira,7,
Mendes,Costa,7,2021.0
Mendes,Cirino,7,2021.0
Costela,Souza,7,
Gonçalves,da Cunha,7,2021.0
Pacheco,Sales,7,
Rios,Costa,7,2022.0
Teixeira,da Rocha,7,
Pacheco,Silva,7,
Costela,Rodrigues,7,
Guerra,Melo,7,2021.0
Pereira,Rodrigues,7,
Leão,Novais,7,
Nogueira,Mendonça,7,
Santos,Campos,7,2022.0
Jesus,Montenegro,7,
Viana,Monteiro,7,2022.0
Montenegro,das Neves,7,
Cavalcante,Silva,7,
Pereira,Cavalcanti,7,
Montenegro,da Costa,7,
Viana,Nunes,7,2022.0
Peixoto,Lima,7,
Montenegro,Barros,7,
Viana,Pereira,7,2022.0
Peixoto,Machado,7,
Viana,Pires,7,2022.0
Peixoto,Marques,7,
Cavalcante,Mendes,7,
Viana,Rocha,7,2022.0
Rezende,Sales,7,2022.0
Cavalcante,Leão,7,
Peixoto,Garcia,7,
Rezende,Cirino,7,2022.0
Cavalcante,Freitas,7,
Santos,Casa Grande,7,2022.0
Rezende,Almeida,7,2022.0
Cavalcanti,Cunha,7,2021.0
Cavalcanti,Costela,7,2021.0
Leão,Ferreira,7,
Ribeiro,Cassiano,7,2022.0
Santos,Cavalcante,7,2022.0
Ribeiro,Campos,7,2022.0
Jesus,Cirino,7,
Cavalcanti,Campos,7,
Cavalcante,da Rosa,7,
Jesus,Fogaça,7,
Pires,Pacheco,7,
Cavalcanti,Aragão,7,
Viana,Machado,7,2022.0
Pereira,Fernandes,7,
Monteiro,Vasconcelos,7,
Peixoto,Cunha,7,
Moraes,Fonseca,7,
Peixoto,Moraes,7,
Peixoto,Moreira,7,
Vasconcelos,Barros,7,
Peixoto,Souza,7,
Pereira,Almeida,7,
Pereira,Albuquerque,7,
Jesus,Ribeiro,7,
Jesus,da Cunha,7,
Vieira,Casa Grande,7,2022.0
Peixoto,Sousa,7,
Castro,Nascimento,7,
Vieira,Cavalcante,7,2022.0
Castro,Martins,7,
Jesus,Rezende,7,
Castro,Gomes,7,
Castro,Duarte,7,
Castro,Dias,7,
Castro,Costela,7,
Castro,Costa,7,
Jesus,da Costa,7,
Peixoto,da Cruz,7,
Castro,Castro,7,
Peixoto,Rezende,7,
Peixoto,Pimenta,7,
Peixoto,Novaes,7,
Montenegro,Machado,7,
Montenegro,Farias,7,
Cavalcante,Cavalcanti,7,
Montenegro,Fernandes,7,
Cavalcante,Brito,7,
Montenegro,Guerra,7,
Montenegro,Leão,7,
Cavalcante,Araújo,7,
Pires,Siqueira,7,
Vieira,Aparecida,7,2022.0
Montenegro,Montenegro,7,
Montenegro,Martins,7,
Castro,da Conceição,7,
Jesus,da Paz,7,
Castro,Vargas,7,
Vieira,Barbosa,7,2022.0
Castro,Siqueira,7,
Montenegro,Mendes,7,
Castro,Silva,7,
Pereira,Fogaça,7,
Cavalcanti,Gomes,7,2021.0
Moraes,Melo,7,
Vasconcelos,Pacheco,7,2022.0
Ramos,Viana,7,
Guerra,Silva,7,2021.0
Pires,Machado,7,
Vasconcelos,Monteiro,7,2022.0
Guerra,Vasconcelos,7,2021.0
Novaes,Araújo,7,
Cirino,Siqueira,7,2021.0
Mendonça,Ribeiro,7,2021.0
Pires,da Rocha,7,
Cirino,da Cruz,7,2021.0
Moraes,Sampaio,7,
Moraes,Rocha,7,
Vasconcelos,Pimenta,7,2022.0
Pastor,Pereira,7,
Nogueira,da Cruz,7,
Mendonça,Vasconcelos,7,2021.0
Pereira,Pereira,7,
Ribeiro,Peixoto,7,2022.0
Cirino,da Conceição,7,2021.0
Guerra,Sampaio,7,2021.0
Monteiro,Mendonça,7,
Pires,Lopes,7,
Guerra,Oliveira,7,2021.0
Vasconcelos,Brito,7,
Correia,Fogaça,7,2021.0
Correia,Farias,7,2021.0
Vasconcelos,Carvalho,7,
Mendonça,Martins,7,2021.0
Mendonça,Melo,7,2021.0
Santos,Montenegro,7,2022.0
Câmara,Jesus,7,2021.0
Pastor,Novaes,7,
Guerra,Pastor,7,2021.0
Vasconcelos,Cirino,7,
Mendonça,Novaes,7,2021.0
Moraes,da Mata,7,
Vasconcelos,Dias,7,
Santos,Mendonça,7,2022.0
Pastor,Moreira,7,
Cirino,das Neves,7,2021.0
Ramos,da Mata,7,
Mendonça,da Mata,7,2021.0
Vasconcelos,Rios,7,2022.0
Peixoto,Araújo,7,
Jesus,Albuquerque,7,
Jesus,Almeida,7,
Cavalcanti,Vieira,7,2021.0
Santos,Dias,7,2022.0
Cavalcanti,Viana,7,2021.0
Sampaio,Montenegro,7,2022.0
Rezende,Abreu,7,2022.0
Pereira,Lopes,7,
Cavalcanti,Porto,7,2021.0
Vasconcelos,Rocha,7,2022.0
Ribeiro,Dias,7,2022.0
Cavalcanti,Pastor,7,2021.0
Cavalcanti,Nascimento,7,2021.0
Jesus,Campos,7,
Ribeiro,Cunha,7,2022.0
Ribeiro,Costela,7,2022.0
Monteiro,Martins,7,
Cavalcanti,Lima,7,2021.0
Cavalcanti,da Cunha,7,2021.0
Pastor,da Rosa,7,
Vasconcelos,da Cruz,7,2022.0
Cirino,Araújo,7,2021.0
Vasconcelos,Sales,7,2022.0
Pereira,Peixoto,7,
Moraes,Nunes,7,
Vasconcelos,Silva,7,2022.0
Cirino,Ferreira,7,2021.0
Moraes,Nogueira,7,
Pereira,Nogueira,7,
Pastor,Silva,7,
Sampaio,Lopes,7,2022.0
Vasconcelos,Sá,7,2022.0
Vasconcelos,Vargas,7,2022.0
Pereira,Moreira,7,
Pastor,da Costa,7,
Ribeiro,Gomes,7,2022.0
Ribeiro,Garcia,7,2022.0
Pastor,da Cruz,7,
Cirino,Azevedo,7,2021.0
Melo,Moreira,7,
Pimenta,Nogueira,7,2022.0
Teixeira,Aragão,7,
Novais,Vargas,7,
Gomes,Aparecida,7,
Siqueira,Sales,7,
Fogaça,Lopes,7,2021.0
Siqueira,Santos,7,
Fogaça,Leão,7,2021.0
Machado,Casa Grande,7,2021.0
Fogaça,Ferreira,7,2021.0
Porto,Oliveira,7,
Machado,Cavalcante,7,2021.0
Fogaça,Duarte,7,2021.0
Novais,Vasconcelos,7,
Pinto,Nogueira,7,2022.0
Pinto,Moura,7,2022.0
Fogaça,Correia,7,2021.0
Siqueira,Vargas,7,
Gomes,Barros,7,
Fogaça,Borges,7,2021.0
Novais,da Cruz,7,
Siqueira,da Cunha,7,
Rodrigues,Monteiro,7,
Novais,Teixeira,7,
Novaes,Jesus,7,
Pinto,Novais,7,2022.0
Pinto,Pinto,7,2022.0
Fogaça,Sá,7,2021.0
Pinto,Pereira,7,2022.0
Pinto,Peixoto,7,2022.0
Pinto,Pacheco,7,2022.0
Fogaça,Rocha,7,2021.0
Fogaça,Ramos,7,2021.0
Gomes,Alves,7,
Fogaça,Pires,7,2021.0
Fogaça,Pinto,7,2021.0
Fogaça,Pereira,7,2021.0
Sales,Farias,7,2022.0
Siqueira,Pimenta,7,
Fogaça,Pacheco,7,2021.0
Siqueira,Ramos,7,
Fogaça,Moreira,7,2021.0
Machado,Abreu,7,2021.0
Machado,Albuquerque,7,2021.0
Novais,Sampaio,7,
Machado,Cirino,7,2021.0
Novaes,Siqueira,7,
Novais,da Cunha,7,
Fogaça,Aparecida,7,2021.0
Nunes,Casa Grande,7,2021.0
Machado,Mendes,7,2021.0
Machado,Moreira,7,2021.0
Ferreira,Camargo,7,
Gomes,Fogaça,7,
Nunes,Cirino,7,2021.0
Rodrigues,Câmara,7,
Pires,Cavalcante,7,
Nunes,Duarte,7,2021.0
Nunes,Fernandes,7,2021.0
Nunes,Gonçalves,7,2021.0
Ferreira,Almeida,7,
Porto,Rezende,7,
Nunes,Lopes,7,2021.0
Fernandes,da Mota,7,
Gomes,Gomes,7,
Marques,Almeida,7,
Sousa,Rezende,7,2022.0
Rodrigues,Aragão,7,
Porto,Pereira,7,
Ferreira,Costela,7,
Ferreira,Guerra,7,
Gomes,Camargo,7,
Nascimento,Brito,7,2021.0
Fogaça,Alves,7,2021.0
Rodrigues,Jesus,7,
Sousa,Abreu,7,2022.0
Ferreira,da Rosa,7,2021.0
Machado,Freitas,7,2021.0
Ferreira,Teixeira,7,2021.0
Pires,Brito,7,
Lopes,Guerra,7,
Machado,Marques,7,2021.0
Sousa,Casa Grande,7,2022.0
Ferreira,Pereira,7,2021.0
Sousa,Castro,7,2022.0
Sales,Ferreira,7,2022.0
Nunes,Alves,7,2021.0
Silva,Vasconcelos,7,
Sousa,Freitas,7,2022.0
Gomes,Duarte,7,
Nascimento,Cassiano,7,2021.0
Macedo,Silveira,7,2021.0
Fonseca,Albuquerque,7,2021.0
Rodrigues,Vasconcelos,7,
Silveira,Nunes,7,
Sales,Correia,7,2022.0
Silveira,Aparecida,7,
Freitas,da Costa,7,
Novais,Cavalcanti,7,
Novais,Costela,7,
Novais,Cunha,7,
Nascimento,Monteiro,7,2021.0
Garcia,Viana,7,
Silveira,Sampaio,7,
Pinto,Vargas,7,2022.0
Freitas,Moura,7,
Garcia,Vieira,7,
Rodrigues,da Mata,7,
Freitas,Martins,7,
Macedo,Castro,7,2021.0
Silveira,Abreu,7,
Freitas,Lopes,7,
Macedo,Cunha,7,2021.0
Freitas,da Luz,7,
Sales,Cavalcanti,7,2022.0
Sales,Albuquerque,7,
Pinto,Vieira,7,2022.0
Lopes,Silva,7,
Garcia,Pastor,7,
Pinto,da Cunha,7,2022.0
Sales,Borges,7,
Garcia,Machado,7,
Pinto,da Costa,7,2022.0
Nascimento,Pires,7,2021.0
Garcia,Leão,7,
Garcia,Ferreira,7,
Lopes,Pastor,7,
Nascimento,Oliveira,7,2021.0
Garcia,Câmara,7,
Silveira,Caldeira,7,
Garcia,Cirino,7,
Sales,Casa Grande,7,2022.0
Nascimento,Nunes,7,2021.0
Silveira,Guerra,7,
Pinto,da Rocha,7,2022.0
Porto,Melo,7,
Novais,Gonçalves,7,
Macedo,Sampaio,7,2021.0
Lopes,Nogueira,7,
Novais,Melo,7,
Fonseca,Nogueira,7,2021.0
Siqueira,Cavalcante,7,
Siqueira,Cavalcanti,7,
Gomes,Almeida,7,
Siqueira,Costela,7,
Siqueira,Cunha,7,
Fonseca,Gonçalves,7,2021.0
Novais,Moraes,7,
Siqueira,Freitas,7,
Fonseca,Casa Grande,7,2021.0
Nascimento,Câmara,7,2021.0
Macedo,Rocha,7,2021.0
Novais,Novais,7,
Fonseca,Campos,7,2021.0
Rodrigues,Pires,7,
Siqueira,Jesus,7,
Siqueira,Mendes,7,
Fonseca,Aparecida,7,2021.0
Rodrigues,Rezende,7,
Fonseca,Pastor,7,2021.0
Siqueira,Borges,7,
Rodrigues,Sousa,7,
Novais,Jesus,7,
Freitas,Costa,7,
Freitas,Cirino,7,
Nascimento,Souza,7,2021.0
Freitas,Camargo,7,
Lopes,Moraes,7,
Silveira,Vieira,7,
Rodrigues,Sá,7,
Garcia,da Rosa,7,
Siqueira,Azevedo,7,
Siqueira,Albuquerque,7,
Fonseca,Vieira,7,2021.0
Fonseca,Viana,7,2021.0
Novais,Machado,7,
Fonseca,Souza,7,2021.0
Lopes,Mendonça,7,
Macedo,Pacheco,7,2021.0
Macedo,Peixoto,7,2021.0
Nunes,Moreira,7,2021.0
Silva,Rios,7,
Silva,Rezende,7,
Gonçalves,Garcia,7,2021.0
Oliveira,Silva,7,2021.0
Rios,da Mata,7,
Rios,da Luz,7,
Sá,Correia,7,
Oliveira,Teixeira,7,2021.0
Gonçalves,Duarte,7,2021.0
Melo,Camargo,7,
Dias,Santos,7,2021.0
Silva,Cardoso,7,
Sá,Fonseca,7,
Sá,Gomes,7,
Oliveira,da Cunha,7,2021.0
Sá,Jesus,7,
Gonçalves,Fogaça,7,2021.0
Sá,Leão,7,
Sá,Machado,7,
Melo,Cassiano,7,
Rios,Vieira,7,
Sá,Melo,7,
Duarte,Barbosa,7,
Oliveira,Sales,7,2021.0
Oliveira,Rodrigues,7,2021.0
Sampaio,Abreu,7,2022.0
Martins,Ramos,7,
Duarte,Moreira,7,
Moura,Gomes,7,2021.0
Duarte,Montenegro,7,
Novaes,Moura,7,
Pimenta,Teixeira,7,2022.0
Ramos,Cardoso,7,
Lima,Mendonça,7,
Duarte,Leão,7,
Rios,da Paz,7,
Lima,Ferreira,7,
Lima,Fernandes,7,
Duarte,Correia,7,
Martins,das Neves,7,
Gonçalves,Carvalho,7,2021.0
Duarte,Castro,7,
Nascimento,da Rosa,7,2021.0
Rocha,Abreu,7,
Gonçalves,Freitas,7,2021.0
Moreira,Vieira,7,2021.0
Moura,Gonçalves,7,2021.0
Moreira,Viana,7,2021.0
Sá,Silva,7,
Sá,Silveira,7,
Sá,Sousa,7,
Melo,Gomes,7,
Câmara,da Luz,7,2021.0
Rios,Rezende,7,
Câmara,Vasconcelos,7,2021.0
Sá,Sá,7,
Silva,Azevedo,7,
Sá,da Cunha,7,
Melo,Machado,7,
Melo,Melo,7,
Garcia,Novais,7,
Câmara,Novaes,7,2021.0
Câmara,Nascimento,7,2021.0
Sá,das Neves,7,
Ramos,Guerra,7,
Gonçalves,Moraes,7,2021.0
Teixeira,Andrade,7,
Sá,Sales,7,
Sampaio,Cassiano,7,2022.0
Rios,Rocha,7,
Dias,Duarte,7,2021.0
Rios,Souza,7,
Pimenta,Pinto,7,2022.0
Novaes,Marques,7,
Pimenta,Pastor,7,2022.0
Sá,Nascimento,7,
Moreira,Sá,7,2021.0
Dias,Gomes,7,2021.0
Moreira,Sousa,7,
Rios,Silveira,7,
Sá,Rios,7,
Rios,Sales,7,
Sá,Nunes,7,
Dias,Correia,7,2021.0
Dias,Cavalcanti,7,2021.0
Dias,Cassiano,7,2021.0
Sá,Pinto,7,
Dias,Araújo,7,2021.0
Sá,Rezende,7,
Lima,Pereira,7,
Duarte,Ramos,7,
Lopes,Cassiano,7,
Moura,Mendes,7,2021.0
Moura,Silva,7,2021.0
Moura,Rezende,7,2021.0
Nunes,da Mata,7,2021.0
Rocha,Vieira,7,
Lima,da Cruz,7,
Souza,Carvalho,7,2022.0
Nunes,da Rocha,7,2021.0
Nunes,da Rosa,7,2021.0
Gomes,Rodrigues,7,
Marques,Nascimento,7,
Farias,da Costa,7,
Souza,Castro,7,2022.0
Rocha,Ribeiro,7,
Lima,Sousa,7,
Marques,Silveira,7,
Rocha,Nogueira,7,
Farias,Rodrigues,7,
Rocha,Nascimento,7,
Sales,Souza,7,2022.0
Silva,Mendonça,7,
Novaes,Novais,7,
Nunes,da Conceição,7,2021.0
Moura,da Rocha,7,2021.0
Sousa,Rocha,7,2022.0
Fernandes,Porto,7,
Rodrigues,Albuquerque,7,
Sales,Nogueira,7,2022.0
Nunes,Sales,7,2021.0
Sousa,da Cunha,7,2022.0
Pires,Costa,7,
Gomes,Montenegro,7,
Gomes,Pimenta,7,
Fernandes,Aragão,7,
Rocha,da Luz,7,
Moura,Vasconcelos,7,2021.0
Fernandes,Carvalho,7,
Fernandes,Borges,7,
Fernandes,Barros,7,
Souza,Aragão,7,2022.0
Fernandes,Azevedo,7,
Sales,Silveira,7,2022.0
Farias,Ribeiro,7,
Farias,Nascimento,7,
Martins,Pereira,7,
Oliveira,Aragão,7,2021.0
Farias,Aragão,7,
Farias,Andrade,7,
Farias,Alves,7,
Oliveira,Macedo,7,2021.0
Souza,Rocha,7,2022.0
Souza,Silva,7,2022.0
Oliveira,Machado,7,2021.0
Duarte,Vieira,7,
Oliveira,Mendes,7,2021.0
Souza,Sousa,7,2022.0
Silva,Fonseca,7,
Duarte,Sá,7,
Oliveira,Moraes,7,2021.0
Lima,Pires,7,
Duarte,Silveira,7,
Duarte,Sampaio,7,
Sampaio,Viana,7,2022.0
Rocha,Cassiano,7,
Duarte,Ribeiro,7,
Farias,Azevedo,7,
Martins,Melo,7,
Oliveira,Fogaça,7,2021.0
Gomes,da Cruz,7,
Farias,Moraes,7,
Moura,Machado,7,2021.0
Gomes,Sousa,7,
Marques,da Paz,7,
Silva,Jesus,7,
Marques,das Neves,7,
Martins,Barbosa,7,
Sales,Vasconcelos,7,2022.0
Souza,Machado,7,2022.0
Souza,Nascimento,7,2022.0
Farias,Gomes,7,
Pimenta,da Rosa,7,2022.0
Lima,Ramos,7,
Martins,Dias,7,
Farias,Duarte,7,
Martins,Freitas,7,
Martins,Martins,7,
Oliveira,Cavalcanti,7,2021.0
Sampaio,Sá,7,2022.0
Peixoto,da Mota,7,
Aparecida,da Mata,7,
da Costa,da Luz,7,
