valor_transacao,data,hora,tipo_transacao,origem,destino
"R$ 16,209.35",dez_2023,8,empresarial,Vitória,Boa Vista
"R$ 13,317.75",nov_2023,1,empresarial,Campo Grande,Goiânia
"R$ 4,331.18",jul_2023,23,pessoal,Rio de Janeiro,Porto Velho
"R$ 41,204.89",ago_2023,11,empresarial,Palmas,Teresina
"R$ 13,099.05",ago_2023,15,pessoal,Rio Branco,Recife
"R$ 9,144.88",nov_2023,14,pessoal,Maceió,Fortaleza
"R$ 17,959.02",fev_2023,7,pessoal,São Paulo,Macapá
"R$ 1,784.49",mar_2023,12,pessoal,Goiânia,Teresina
"R$ 46,094.32",mar_2023,21,empresarial,Campo Grande,Rio Branco
"R$ 3,645.85",nov_2023,21,pessoal,São Paulo,Salvador
"R$ 2,582.37",nov_2023,9,pessoal,Macapá,São Luís
"R$ 8,216.88",jul_2023,15,pessoal,Recife,Teresina
"R$ 8,945.14",jan_2023,1,pessoal,Porto Alegre,Natal
"R$ 18,387.36",ago_2023,16,pessoal,Curitiba,Teresina
"R$ 7,099.31",nov_2023,18,pessoal,Aracaju,Natal
"R$ 67,256.42",jul_2023,4,empresarial,Manaus,Fortaleza
"R$ 21,200.12",dez_2023,3,empresarial,Macapá,Maceió
"R$ 23,167.24",nov_2023,5,empresarial,Boa Vista,Porto Alegre
"R$ 9,626.47",mar_2023,1,pessoal,Vitória,Campo Grande
"R$ 16,730.72",mar_2023,7,pessoal,São Luís,Aracaju
"R$ 42,321.40",abr_2023,0,empresarial,Florianópolis,São Luís
"R$ 15,303.30",jul_2023,21,pessoal,Salvador,Recife
"R$ 4,194.58",mar_2023,20,pessoal,Manaus,Aracaju
"R$ 17,317.08",out_2023,5,pessoal,Vitória,Fortaleza
"R$ 11,536.13",jan_2023,10,pessoal,Natal,Maceió
"R$ 90,844.89",fev_2023,19,empresarial,Rio de Janeiro,Curitiba
"R$ 52,082.92",fev_2023,18,empresarial,São Paulo,Natal
"R$ 16,366.81",mai_2023,14,pessoal,Rio de Janeiro,São Paulo
"R$ 5,207.10",set_2023,4,pessoal,Florianópolis,Teresina
"R$ 4,181.10",mai_2023,20,empresarial,Vitória,Natal
"R$ 5,272.38",set_2023,5,pessoal,Palmas,Brasília
"R$ 19,597.31",dez_2023,19,pessoal,Manaus,Goiânia
"R$ 40,202.51",set_2023,21,empresarial,São Luís,Manaus
"R$ 18,359.44",mai_2023,20,pessoal,João Pessoa,São Luís
"R$ 51,532.02",dez_2023,13,empresarial,Curitiba,Recife
"R$ 1,914.27",ago_2023,6,pessoal,Curitiba,Porto Alegre
"R$ 13,548.58",mar_2023,3,pessoal,Goiânia,São Paulo
"R$ 47,218.94",jun_2023,8,empresarial,Fortaleza,Natal
"R$ 50,614.34",mar_2023,0,empresarial,Boa Vista,Brasília
"R$ 14,165.31",fev_2023,23,pessoal,Salvador,Florianópolis
"R$ 76,397.40",set_2023,0,empresarial,Manaus,Macapá
"R$ 46,770.71",mar_2023,0,empresarial,Brasília,Vitória
"R$ 70,583.56",jul_2023,5,empresarial,João Pessoa,Rio de Janeiro
"R$ 15,273.33",out_2023,7,pessoal,Porto Alegre,Fortaleza
"R$ 6,522.74",jun_2023,4,pessoal,João Pessoa,Salvador
"R$ 4,263.09",jul_2023,5,pessoal,Recife,Natal
"R$ 1,612.16",fev_2023,19,empresarial,Rio de Janeiro,Florianópolis
"R$ 89,526.81",jun_2023,0,empresarial,Curitiba,Belo Horizonte
"R$ 1,149.72",ago_2023,2,pessoal,Aracaju,Cuiabá
"R$ 77,084.57",jan_2023,22,empresarial,Cuiabá,Vitória
"R$ 28,508.88",dez_2023,8,empresarial,Fortaleza,Manaus
"R$ 21,928.54",nov_2023,1,empresarial,Fortaleza,Campo Grande
"R$ 2,222.21",jul_2023,23,pessoal,Palmas,Porto Velho
"R$ 74,129.87",jan_2023,17,empresarial,Belém,Florianópolis
"R$ 7,106.35",mar_2023,1,pessoal,Macapá,Campo Grande
R$ 857.72,mai_2023,11,pessoal,Vitória,Boa Vista
"R$ 45,820.45",nov_2023,4,empresarial,Brasília,Belo Horizonte
"R$ 65,916.06",out_2023,7,empresarial,São Luís,Porto Alegre
"R$ 85,980.16",out_2023,5,empresarial,Boa Vista,Palmas
"R$ 19,973.20",jun_2023,17,pessoal,Goiânia,João Pessoa
"R$ 11,284.43",fev_2023,2,pessoal,Rio de Janeiro,Palmas
"R$ 7,308.33",ago_2023,11,pessoal,Fortaleza,São Paulo
"R$ 7,849.71",mai_2023,12,pessoal,Boa Vista,Fortaleza
"R$ 17,567.53",ago_2023,18,pessoal,São Paulo,João Pessoa
"R$ 1,431.92",jan_2023,14,empresarial,Goiânia,Teresina
"R$ 76,897.31",mai_2023,5,empresarial,Natal,Porto Alegre
"R$ 18,433.47",set_2023,21,empresarial,João Pessoa,Macapá
"R$ 72,548.59",ago_2023,23,empresarial,Rio de Janeiro,Teresina
"R$ 34,682.57",out_2023,16,empresarial,São Paulo,Brasília
"R$ 45,289.51",jan_2023,0,empresarial,Teresina,Vitória
"R$ 8,104.03",dez_2023,9,pessoal,Maceió,Manaus
R$ 996.07,ago_2023,10,pessoal,Porto Velho,Belo Horizonte
"R$ 19,060.90",mar_2023,9,pessoal,Teresina,Recife
"R$ 44,664.71",out_2023,16,empresarial,Cuiabá,Salvador
"R$ 13,421.90",mai_2023,23,pessoal,Manaus,Curitiba
"R$ 46,575.85",jun_2023,21,empresarial,Aracaju,Goiânia
"R$ 10,858.04",dez_2023,17,pessoal,João Pessoa,Rio de Janeiro
"R$ 79,763.07",out_2023,17,empresarial,Manaus,Salvador
"R$ 18,392.97",mar_2023,11,pessoal,Manaus,Macapá
"R$ 88,554.67",fev_2023,12,empresarial,Salvador,Belém
"R$ 1,580.23",jun_2023,8,pessoal,Rio de Janeiro,Boa Vista
"R$ 40,565.09",jan_2023,13,empresarial,Curitiba,Macapá
"R$ 99,543.00",mai_2023,11,empresarial,Maceió,Rio de Janeiro
"R$ 78,151.70",ago_2023,3,empresarial,Fortaleza,Porto Alegre
"R$ 10,472.94",mai_2023,3,pessoal,Fortaleza,Belo Horizonte
"R$ 90,130.53",mar_2023,15,empresarial,Manaus,Cuiabá
"R$ 96,873.65",mai_2023,6,empresarial,Cuiabá,Porto Velho
"R$ 5,562.19",mar_2023,4,pessoal,Palmas,São Luís
"R$ 10,232.86",mai_2023,21,pessoal,João Pessoa,Maceió
"R$ 17,874.50",dez_2023,1,pessoal,Manaus,Belém
"R$ 94,773.48",nov_2023,0,empresarial,Aracaju,Rio Branco
"R$ 5,941.89",ago_2023,15,pessoal,Salvador,Brasília
"R$ 12,079.94",jan_2023,14,pessoal,Aracaju,São Paulo
"R$ 66,889.93",dez_2023,1,empresarial,Belo Horizonte,Palmas
"R$ 13,855.18",jun_2023,14,pessoal,Salvador,Florianópolis
"R$ 50,093.78",ago_2023,6,empresarial,Goiânia,Macapá
"R$ 76,832.10",mai_2023,6,empresarial,Curitiba,Teresina
"R$ 31,003.14",nov_2023,10,empresarial,Brasília,Manaus
"R$ 11,599.13",jan_2023,14,pessoal,Salvador,Aracaju
"R$ 9,459.76",fev_2023,1,pessoal,Salvador,João Pessoa
"R$ 2,695.65",ago_2023,1,pessoal,Boa Vista,Aracaju
"R$ 2,183.50",abr_2023,8,pessoal,Porto Alegre,Natal
"R$ 73,584.94",jul_2023,17,empresarial,Florianópolis,Vitória
"R$ 16,636.94",out_2023,2,empresarial,Vitória,Cuiabá
"R$ 7,179.89",mai_2023,6,empresarial,Belo Horizonte,Palmas
"R$ 16,375.13",jan_2023,17,empresarial,Recife,São Paulo
"R$ 18,518.14",mar_2023,2,pessoal,Boa Vista,Porto Alegre
"R$ 53,835.59",jan_2023,22,empresarial,Salvador,São Luís
"R$ 6,230.74",abr_2023,14,pessoal,Recife,Palmas
"R$ 60,208.62",jul_2023,1,empresarial,Maceió,Rio de Janeiro
"R$ 15,141.28",fev_2023,16,pessoal,Salvador,Brasília
"R$ 1,512.75",fev_2023,1,pessoal,Rio Branco,Boa Vista
"R$ 40,657.07",mai_2023,0,empresarial,Macapá,Belém
"R$ 10,803.26",jun_2023,5,pessoal,Maceió,Brasília
"R$ 16,597.94",mar_2023,5,pessoal,Fortaleza,Manaus
"R$ 4,610.80",ago_2023,2,pessoal,Rio Branco,Florianópolis
"R$ 9,499.08",jul_2023,8,pessoal,Porto Velho,Teresina
"R$ 15,513.42",dez_2023,21,pessoal,Aracaju,Salvador
"R$ 18,268.96",mar_2023,0,pessoal,Aracaju,Maceió
"R$ 15,858.25",ago_2023,17,pessoal,Macapá,Belém
"R$ 61,398.50",ago_2023,9,empresarial,Campo Grande,Manaus
"R$ 4,505.33",mar_2023,4,pessoal,Recife,Rio Branco
"R$ 7,844.91",jul_2023,23,pessoal,Belo Horizonte,Manaus
"R$ 5,490.83",nov_2023,6,pessoal,Aracaju,Recife
"R$ 3,494.27",fev_2023,2,pessoal,Salvador,Maceió
"R$ 6,088.09",ago_2023,2,pessoal,Brasília,Teresina
"R$ 99,803.56",abr_2023,22,empresarial,Porto Alegre,Aracaju
"R$ 7,306.97",jul_2023,7,pessoal,Rio de Janeiro,Cuiabá
"R$ 28,284.39",jul_2023,11,empresarial,Vitória,Recife
"R$ 6,359.78",abr_2023,4,pessoal,São Paulo,Belo Horizonte
"R$ 66,785.13",dez_2023,14,empresarial,Brasília,Florianópolis
"R$ 45,644.61",abr_2023,23,empresarial,Maceió,Boa Vista
R$ 41.74,dez_2023,10,pessoal,Porto Alegre,Cuiabá
"R$ 21,175.57",jun_2023,21,empresarial,Maceió,São Luís
"R$ 44,388.62",nov_2023,18,empresarial,Porto Alegre,Cuiabá
"R$ 1,071.16",out_2023,21,pessoal,Boa Vista,Cuiabá
"R$ 1,856.69",ago_2023,2,pessoal,João Pessoa,Fortaleza
"R$ 9,659.45",abr_2023,15,pessoal,Macapá,Rio Branco
"R$ 34,145.40",mai_2023,7,empresarial,Campo Grande,Florianópolis
"R$ 18,962.69",ago_2023,19,pessoal,São Luís,Florianópolis
R$ 909.35,fev_2023,12,pessoal,Belo Horizonte,Goiânia
"R$ 3,147.92",ago_2023,3,pessoal,Porto Velho,Belo Horizonte
"R$ 81,089.75",fev_2023,2,empresarial,Rio de Janeiro,Campo Grande
"R$ 16,723.19",jun_2023,3,pessoal,Macapá,Natal
"R$ 20,074.34",jul_2023,13,empresarial,João Pessoa,Manaus
"R$ 3,250.02",nov_2023,11,pessoal,Belém,Macapá
"R$ 93,040.48",abr_2023,8,empresarial,Maceió,Belém
"R$ 14,917.64",fev_2023,11,pessoal,Salvador,Macapá
"R$ 46,994.46",ago_2023,21,empresarial,Porto Velho,Porto Alegre
"R$ 40,848.68",fev_2023,9,empresarial,Rio Branco,Macapá
"R$ 54,065.20",mai_2023,9,empresarial,Porto Alegre,Palmas
"R$ 13,852.46",out_2023,9,pessoal,Recife,Rio de Janeiro
"R$ 14,898.76",fev_2023,16,empresarial,Rio de Janeiro,Manaus
"R$ 20,883.59",ago_2023,12,empresarial,Vitória,Rio de Janeiro
"R$ 86,169.36",set_2023,6,empresarial,São Paulo,Brasília
"R$ 85,719.85",out_2023,3,empresarial,Belém,Fortaleza
"R$ 28,390.01",jan_2023,22,empresarial,Florianópolis,Maceió
"R$ 99,826.20",dez_2023,13,empresarial,Manaus,Recife
"R$ 1,210.35",mai_2023,1,pessoal,Recife,São Luís
"R$ 79,853.03",mai_2023,19,empresarial,São Luís,Goiânia
"R$ 67,809.86",jul_2023,21,empresarial,Teresina,Boa Vista
"R$ 11,657.40",out_2023,19,empresarial,Macapá,Fortaleza
"R$ 8,197.71",jun_2023,22,empresarial,Aracaju,Campo Grande
"R$ 18,373.78",dez_2023,12,pessoal,São Luís,João Pessoa
"R$ 98,533.64",out_2023,8,empresarial,Belém,Florianópolis
"R$ 1,446.42",mai_2023,20,pessoal,Teresina,Manaus
"R$ 60,451.44",abr_2023,14,empresarial,São Luís,Salvador
"R$ 11,036.33",mar_2023,8,empresarial,Rio Branco,Boa Vista
"R$ 15,615.66",mai_2023,4,pessoal,Porto Alegre,Curitiba
"R$ 9,601.98",mar_2023,12,pessoal,Fortaleza,Rio de Janeiro
"R$ 16,384.87",jun_2023,16,pessoal,João Pessoa,Belém
"R$ 81,056.19",mar_2023,5,empresarial,Teresina,Natal
"R$ 2,466.79",fev_2023,9,pessoal,Rio de Janeiro,Brasília
"R$ 11,002.42",dez_2023,5,empresarial,Porto Alegre,Manaus
"R$ 18,347.22",abr_2023,2,pessoal,Campo Grande,Maceió
"R$ 75,366.01",nov_2023,14,empresarial,Palmas,Vitória
"R$ 13,180.87",set_2023,23,pessoal,Maceió,Palmas
"R$ 3,105.60",out_2023,14,pessoal,Teresina,Recife
"R$ 8,725.67",dez_2023,17,pessoal,Aracaju,Florianópolis
"R$ 43,654.58",mai_2023,19,empresarial,São Luís,Goiânia
"R$ 13,114.30",jun_2023,6,pessoal,Vitória,Cuiabá
"R$ 2,737.25",nov_2023,2,pessoal,Aracaju,Florianópolis
"R$ 18,565.51",set_2023,12,pessoal,Curitiba,João Pessoa
"R$ 12,663.17",jul_2023,22,empresarial,Porto Velho,Fortaleza
"R$ 19,585.71",abr_2023,22,empresarial,Fortaleza,Manaus
"R$ 4,130.52",mar_2023,20,pessoal,Palmas,Rio Branco
"R$ 9,220.71",out_2023,12,pessoal,Salvador,Goiânia
"R$ 16,024.74",jul_2023,18,pessoal,Curitiba,Porto Velho
"R$ 9,352.46",jan_2023,0,pessoal,Rio de Janeiro,Porto Velho
"R$ 88,714.74",out_2023,13,empresarial,Aracaju,Brasília
"R$ 79,524.32",mar_2023,11,empresarial,Porto Alegre,Natal
"R$ 9,098.51",out_2023,6,pessoal,São Luís,Fortaleza
"R$ 19,690.08",ago_2023,20,pessoal,Goiânia,Brasília
"R$ 13,137.74",fev_2023,7,pessoal,Salvador,Teresina
"R$ 65,293.49",ago_2023,6,empresarial,Salvador,Manaus
"R$ 50,462.76",out_2023,8,empresarial,João Pessoa,Belém
"R$ 7,497.62",jan_2023,9,pessoal,São Luís,Fortaleza
"R$ 99,672.18",dez_2023,10,empresarial,João Pessoa,Manaus
"R$ 7,106.11",abr_2023,16,pessoal,Manaus,Goiânia
"R$ 39,876.10",jan_2023,22,empresarial,Cuiabá,Natal
"R$ 28,191.52",mai_2023,20,empresarial,Manaus,Belém
"R$ 31,788.06",mai_2023,3,empresarial,Porto Alegre,Rio Branco
"R$ 1,378.28",abr_2023,9,pessoal,São Luís,Teresina
"R$ 5,079.22",fev_2023,19,pessoal,Florianópolis,João Pessoa
"R$ 11,842.98",mar_2023,9,pessoal,Aracaju,Manaus
"R$ 33,130.10",ago_2023,11,empresarial,São Luís,Aracaju
"R$ 10,747.57",fev_2023,10,pessoal,Vitória,Cuiabá
"R$ 5,956.59",mai_2023,0,pessoal,Campo Grande,Porto Velho
"R$ 9,420.87",mai_2023,22,empresarial,Cuiabá,Florianópolis
"R$ 14,950.16",dez_2023,16,pessoal,João Pessoa,Aracaju
"R$ 67,095.77",ago_2023,0,empresarial,Recife,Aracaju
"R$ 14,994.06",jun_2023,18,empresarial,Porto Alegre,Belém
"R$ 3,264.86",jul_2023,10,pessoal,Teresina,Rio de Janeiro
"R$ 17,864.63",jul_2023,18,empresarial,Campo Grande,Recife
"R$ 89,718.97",nov_2023,13,empresarial,Maceió,Natal
"R$ 39,278.53",jun_2023,8,empresarial,Aracaju,João Pessoa
"R$ 6,628.43",nov_2023,22,pessoal,Natal,Fortaleza
"R$ 18,725.93",jul_2023,20,pessoal,João Pessoa,Macapá
"R$ 45,780.75",ago_2023,5,empresarial,Curitiba,Rio Branco
"R$ 1,264.39",mar_2023,0,pessoal,Recife,Cuiabá
"R$ 96,068.69",jul_2023,4,empresarial,Aracaju,Salvador
"R$ 1,090.36",fev_2023,3,pessoal,São Luís,Teresina
"R$ 3,897.31",dez_2023,6,empresarial,Rio Branco,Teresina
"R$ 8,332.97",jul_2023,9,pessoal,Palmas,Brasília
"R$ 34,744.43",out_2023,5,empresarial,Boa Vista,Belo Horizonte
"R$ 2,712.85",mai_2023,0,pessoal,São Paulo,Vitória
"R$ 1,858.08",fev_2023,1,pessoal,Salvador,João Pessoa
"R$ 14,936.42",nov_2023,3,pessoal,Recife,Florianópolis
"R$ 19,580.26",fev_2023,23,empresarial,Brasília,Goiânia
"R$ 66,766.81",fev_2023,1,empresarial,Salvador,Natal
"R$ 85,774.83",ago_2023,6,empresarial,Belém,Vitória
"R$ 10,471.07",set_2023,14,pessoal,Florianópolis,Macapá
"R$ 83,108.65",ago_2023,14,empresarial,Aracaju,Curitiba
"R$ 9,949.96",fev_2023,2,pessoal,Rio de Janeiro,João Pessoa
"R$ 1,714.65",mai_2023,18,pessoal,Natal,São Luís
"R$ 10,183.15",dez_2023,3,empresarial,Salvador,Rio de Janeiro
"R$ 9,756.45",dez_2023,5,empresarial,Aracaju,Porto Alegre
"R$ 17,079.87",abr_2023,12,pessoal,Palmas,Boa Vista
"R$ 1,246.32",jun_2023,14,empresarial,Fortaleza,Rio Branco
"R$ 78,775.06",fev_2023,1,empresarial,Salvador,Belém
"R$ 5,054.62",mar_2023,13,pessoal,Rio Branco,Palmas
"R$ 39,580.52",mar_2023,23,empresarial,Salvador,Aracaju
"R$ 8,454.07",ago_2023,15,pessoal,Cuiabá,Rio de Janeiro
"R$ 54,880.76",jan_2023,0,empresarial,Teresina,Macapá
"R$ 38,703.09",jan_2023,17,empresarial,Manaus,Belém
"R$ 1,961.82",set_2023,9,empresarial,Belo Horizonte,Belém
"R$ 9,740.72",mar_2023,22,pessoal,Goiânia,Natal
"R$ 2,947.67",nov_2023,18,empresarial,Porto Alegre,Florianópolis
"R$ 74,515.15",mar_2023,6,empresarial,Porto Alegre,Belém
"R$ 38,055.20",ago_2023,22,empresarial,Belo Horizonte,João Pessoa
"R$ 52,042.27",jun_2023,23,empresarial,Vitória,Salvador
"R$ 37,055.58",ago_2023,13,empresarial,Macapá,Fortaleza
"R$ 32,216.88",set_2023,16,empresarial,Brasília,Cuiabá
R$ 614.65,mai_2023,21,pessoal,São Luís,Belém
"R$ 50,927.89",fev_2023,2,empresarial,Salvador,Rio Branco
"R$ 19,353.55",abr_2023,15,pessoal,Florianópolis,Belém
"R$ 2,548.53",set_2023,21,pessoal,Aracaju,Maceió
R$ 793.32,jul_2023,22,pessoal,Brasília,Curitiba
"R$ 12,098.59",set_2023,22,pessoal,João Pessoa,Porto Alegre
"R$ 50,111.44",out_2023,9,empresarial,Curitiba,Vitória
"R$ 49,122.23",dez_2023,4,empresarial,Fortaleza,Rio Branco
"R$ 4,410.90",out_2023,6,pessoal,Vitória,Brasília
"R$ 3,641.94",mai_2023,2,empresarial,Porto Velho,Campo Grande
"R$ 58,465.57",nov_2023,11,empresarial,São Luís,Boa Vista
"R$ 14,234.31",abr_2023,22,pessoal,Aracaju,Belo Horizonte
"R$ 10,871.40",fev_2023,6,pessoal,Rio de Janeiro,Palmas
"R$ 22,561.09",abr_2023,4,empresarial,Porto Alegre,Cuiabá
"R$ 14,111.63",dez_2023,6,pessoal,Cuiabá,São Luís
"R$ 3,278.09",jul_2023,4,pessoal,Rio Branco,São Luís
"R$ 4,099.33",nov_2023,22,pessoal,Campo Grande,Belém
"R$ 96,494.62",jul_2023,9,empresarial,Brasília,Fortaleza
"R$ 80,628.61",out_2023,19,empresarial,Campo Grande,Teresina
"R$ 8,747.24",out_2023,20,pessoal,Palmas,Brasília
"R$ 7,202.04",set_2023,14,pessoal,Florianópolis,Fortaleza
"R$ 60,347.63",fev_2023,6,empresarial,Manaus,Rio de Janeiro
"R$ 58,721.45",mai_2023,3,empresarial,Manaus,Cuiabá
"R$ 5,169.28",mai_2023,20,pessoal,Florianópolis,João Pessoa
"R$ 67,336.17",set_2023,3,empresarial,Macapá,Salvador
"R$ 16,351.91",abr_2023,21,pessoal,Florianópolis,Macapá
"R$ 55,797.54",abr_2023,17,empresarial,Goiânia,João Pessoa
"R$ 61,048.21",jan_2023,14,empresarial,Fortaleza,Vitória
"R$ 2,821.92",set_2023,15,pessoal,Florianópolis,Salvador
"R$ 5,315.09",jun_2023,4,empresarial,Campo Grande,Florianópolis
"R$ 35,500.41",set_2023,22,empresarial,Belém,Macapá
"R$ 49,086.10",fev_2023,7,empresarial,Boa Vista,Porto Velho
"R$ 21,617.12",mai_2023,21,empresarial,Recife,Goiânia
"R$ 10,170.28",dez_2023,0,pessoal,Boa Vista,Macapá
R$ 447.55,set_2023,8,pessoal,Curitiba,Natal
"R$ 9,369.68",out_2023,17,pessoal,Boa Vista,Teresina
"R$ 13,964.18",mar_2023,22,pessoal,Campo Grande,Boa Vista
"R$ 18,516.87",fev_2023,10,pessoal,Rio de Janeiro,São Luís
"R$ 8,751.24",mar_2023,16,pessoal,Salvador,Manaus
"R$ 60,694.97",jan_2023,20,empresarial,Recife,Porto Alegre
"R$ 16,588.79",set_2023,12,empresarial,São Luís,Porto Alegre
"R$ 2,691.46",jan_2023,4,pessoal,Belém,Cuiabá
"R$ 12,334.52",nov_2023,15,pessoal,Natal,Belém
R$ 335.29,mai_2023,13,pessoal,Palmas,Recife
"R$ 1,849.73",set_2023,2,pessoal,Rio Branco,Vitória
R$ 425.97,abr_2023,19,pessoal,Recife,João Pessoa
"R$ 3,380.08",dez_2023,18,pessoal,Recife,Goiânia
"R$ 2,154.61",jan_2023,6,pessoal,Brasília,Macapá
"R$ 42,622.95",set_2023,4,empresarial,Rio de Janeiro,Aracaju
"R$ 15,817.71",set_2023,7,pessoal,Boa Vista,Macapá
"R$ 9,229.66",jun_2023,17,pessoal,Salvador,Palmas
"R$ 38,093.31",dez_2023,7,empresarial,Belo Horizonte,Teresina
"R$ 18,911.56",set_2023,20,pessoal,Belo Horizonte,Salvador
"R$ 6,427.00",fev_2023,13,pessoal,Salvador,Florianópolis
"R$ 4,702.13",mar_2023,3,empresarial,Rio de Janeiro,Natal
"R$ 61,593.53",mar_2023,10,empresarial,Fortaleza,Recife
"R$ 83,227.36",nov_2023,23,empresarial,Boa Vista,Teresina
"R$ 14,147.47",out_2023,16,pessoal,São Luís,Brasília
"R$ 7,897.96",jul_2023,16,pessoal,Porto Velho,Belo Horizonte
"R$ 7,229.92",abr_2023,12,pessoal,Salvador,João Pessoa
"R$ 31,206.48",dez_2023,19,empresarial,Macapá,Cuiabá
"R$ 9,288.19",dez_2023,23,empresarial,Natal,Cuiabá
"R$ 74,258.17",out_2023,12,empresarial,São Luís,Cuiabá
"R$ 19,999.01",nov_2023,15,empresarial,Recife,Salvador
"R$ 11,684.10",nov_2023,16,pessoal,Teresina,Recife
"R$ 10,436.81",jun_2023,2,pessoal,Manaus,Teresina
"R$ 50,544.70",ago_2023,2,empresarial,João Pessoa,Palmas
"R$ 64,555.58",jan_2023,13,empresarial,Vitória,São Paulo
R$ 837.69,nov_2023,2,pessoal,Goiânia,Florianópolis
"R$ 6,316.23",out_2023,17,empresarial,Porto Alegre,Goiânia
"R$ 26,157.17",abr_2023,9,empresarial,Teresina,Curitiba
"R$ 70,383.15",ago_2023,22,empresarial,São Paulo,Recife
"R$ 83,520.57",fev_2023,15,empresarial,Rio Branco,Vitória
"R$ 26,476.00",ago_2023,22,empresarial,Fortaleza,Macapá
"R$ 13,305.84",set_2023,23,pessoal,Campo Grande,Maceió
"R$ 82,288.05",mai_2023,3,empresarial,Cuiabá,São Luís
"R$ 69,742.03",dez_2023,14,empresarial,Fortaleza,São Luís
"R$ 11,576.98",out_2023,8,pessoal,Belo Horizonte,Natal
"R$ 19,937.02",jun_2023,21,pessoal,Manaus,Belém
"R$ 10,960.90",set_2023,23,pessoal,Belo Horizonte,Brasília
"R$ 82,351.63",set_2023,8,empresarial,João Pessoa,Goiânia
"R$ 16,610.91",nov_2023,11,pessoal,Goiânia,Teresina
"R$ 13,306.26",fev_2023,23,pessoal,Rio de Janeiro,Manaus
"R$ 9,616.84",ago_2023,19,empresarial,Porto Velho,Boa Vista
"R$ 15,167.37",fev_2023,5,pessoal,Macapá,Goiânia
"R$ 1,207.96",jul_2023,9,pessoal,Porto Velho,Belém
"R$ 12,761.04",abr_2023,14,empresarial,Campo Grande,Curitiba
"R$ 18,256.00",jan_2023,9,pessoal,João Pessoa,Rio de Janeiro
"R$ 18,721.83",fev_2023,4,pessoal,Aracaju,Campo Grande
"R$ 7,950.81",dez_2023,3,pessoal,Macapá,São Luís
"R$ 9,761.80",dez_2023,16,pessoal,Macapá,Vitória
"R$ 6,800.25",fev_2023,15,pessoal,Rio de Janeiro,Rio Branco
"R$ 16,571.97",nov_2023,21,pessoal,Recife,Florianópolis
"R$ 56,978.93",dez_2023,2,empresarial,Cuiabá,Florianópolis
"R$ 10,552.61",abr_2023,15,pessoal,Fortaleza,Boa Vista
"R$ 17,368.21",fev_2023,11,empresarial,Salvador,Belém
"R$ 2,859.27",abr_2023,11,pessoal,Belém,Campo Grande
"R$ 60,349.36",jul_2023,14,empresarial,Florianópolis,Goiânia
"R$ 8,695.96",jun_2023,17,pessoal,Campo Grande,Porto Alegre
"R$ 13,689.21",abr_2023,6,pessoal,João Pessoa,Belém
"R$ 26,790.66",ago_2023,11,empresarial,Vitória,Boa Vista
"R$ 17,998.10",mar_2023,17,pessoal,Rio Branco,São Luís
"R$ 18,656.88",fev_2023,16,pessoal,Porto Alegre,Palmas
"R$ 18,309.39",set_2023,0,pessoal,João Pessoa,Boa Vista
"R$ 14,697.44",jul_2023,23,pessoal,Cuiabá,Rio de Janeiro
"R$ 16,454.17",ago_2023,10,pessoal,Maceió,Natal
"R$ 18,681.50",abr_2023,16,pessoal,Aracaju,Florianópolis
"R$ 5,288.13",nov_2023,2,pessoal,Natal,Vitória
"R$ 2,774.12",nov_2023,20,pessoal,Vitória,São Paulo
"R$ 68,224.71",jun_2023,10,empresarial,Manaus,Boa Vista
"R$ 99,101.40",set_2023,14,empresarial,Porto Velho,São Luís
"R$ 6,109.37",mar_2023,13,pessoal,Maceió,Palmas
"R$ 10,063.63",mai_2023,21,empresarial,Belém,Maceió
"R$ 6,111.66",jan_2023,6,pessoal,São Paulo,Recife
"R$ 23,295.42",nov_2023,3,empresarial,Brasília,Cuiabá
"R$ 9,678.06",jan_2023,12,pessoal,Recife,Maceió
R$ 824.57,nov_2023,6,pessoal,Belo Horizonte,Boa Vista
"R$ 92,590.21",dez_2023,9,empresarial,São Paulo,Brasília
"R$ 18,174.11",mai_2023,22,pessoal,Palmas,Natal
"R$ 74,030.90",set_2023,21,empresarial,Aracaju,Macapá
"R$ 13,335.69",fev_2023,4,pessoal,Salvador,Belém
"R$ 24,519.04",ago_2023,3,empresarial,Macapá,Porto Alegre
"R$ 12,981.09",ago_2023,20,pessoal,João Pessoa,Boa Vista
"R$ 87,691.22",abr_2023,18,empresarial,Belo Horizonte,São Luís
"R$ 78,161.53",set_2023,19,empresarial,Recife,Macapá
"R$ 13,986.61",nov_2023,6,pessoal,Aracaju,João Pessoa
"R$ 6,877.81",nov_2023,7,pessoal,Campo Grande,Porto Alegre
"R$ 20,713.26",mai_2023,5,empresarial,Goiânia,Curitiba
"R$ 9,509.18",jan_2023,14,pessoal,João Pessoa,Boa Vista
"R$ 65,760.33",nov_2023,23,empresarial,Boa Vista,Cuiabá
"R$ 7,838.44",jun_2023,20,pessoal,Rio Branco,São Luís
R$ 499.08,abr_2023,9,pessoal,Porto Velho,Recife
"R$ 82,574.01",dez_2023,17,empresarial,Florianópolis,Belém
"R$ 12,386.21",jun_2023,17,empresarial,Cuiabá,São Luís
"R$ 69,774.51",ago_2023,2,empresarial,Fortaleza,Macapá
"R$ 28,809.00",fev_2023,10,empresarial,Salvador,Fortaleza
"R$ 15,930.91",mai_2023,21,pessoal,Manaus,São Paulo
